Rooms,Bathroom,Landsize,BuildingArea,Suburb,YearBuilt,Lattitude,Longtitude,Car,Price
3,2.0,160.0,163.0,Burwood,1973.0,-37.8525,145.0973,2.0,780000.0
3,1.0,690.0,163.0,Burwood,1973.0,-37.8509,145.11700000000005,2.0,1342000.0
4,2.0,804.0,163.0,Burwood,1973.0,-37.8516,145.1179,2.0,1782800.0
3,1.0,706.0,163.0,Burwood,1973.0,-37.8509,145.1161,2.0,1468000.0
2,1.0,194.0,120.0,Burwood,1975.0,-37.8509,145.1119,1.0,650000.0
5,3.0,326.0,210.0,Burwood,2013.0,-37.8528,145.1129,2.0,1060000.0
4,2.0,438.0,210.0,Burwood,2005.0,-37.8599,145.1101,2.0,1255000.0
4,1.0,586.0,163.0,Burwood,1955.0,-37.856,145.1196,4.0,900000.0
2,1.0,276.0,92.0,Burwood,1965.0,-37.8454,145.0971,1.0,633000.0
3,1.0,776.0,163.0,Burwood,1973.0,-37.856,145.1104,2.0,1070500.0
3,1.0,661.0,163.0,Burwood,1973.0,-37.8495,145.1282,2.0,1175000.0
3,2.0,660.0,163.0,Burwood,1973.0,-37.8474,145.0988,2.0,1521000.0
2,1.0,593.0,82.0,Burwood,1950.0,-37.8444,145.1054,2.0,1350000.0
3,2.0,217.0,163.0,Burwood,1993.0,-37.8522,145.1312,2.0,752000.0
3,1.0,384.0,112.0,Burwood,1950.0,-37.8542,145.1138,1.0,570000.0
3,1.0,742.0,163.0,Burwood,1973.0,-37.8529,145.0962,2.0,1460000.0
3,1.0,228.0,126.0,Burwood,1998.0,-37.8521,145.1187,2.0,745000.0
5,4.0,643.0,380.0,Burwood,2014.0,-37.8454,145.0974,2.0,2150000.0
3,1.0,308.0,92.0,Burwood,1995.0,-37.8505,145.1065,2.0,746000.0
3,2.0,653.0,120.0,Burwood,1950.0,-37.8445,145.1011,2.0,1540000.0
3,2.0,329.0,163.0,Burwood,1973.0,-37.8484,145.1013,2.0,1145000.0
5,2.0,824.0,163.0,Burwood,1950.0,-37.8535,145.1139,1.0,1410000.0
3,1.0,217.0,163.0,Burwood,1973.0,-37.8562,145.1075,1.0,640000.0
4,2.0,1393.0,163.0,Burwood,1963.0,-37.8463,145.102,2.0,1800000.0
4,2.0,399.0,212.0,Burwood,2005.0,-37.8597,145.1084,2.0,1270000.0
4,3.0,381.0,176.0,Burwood,2013.0,-37.8459,145.1041,2.0,900000.0
4,2.0,499.0,220.0,Burwood,2005.0,-37.8593,145.1101,2.0,1250000.0
4,2.0,739.0,182.0,Burwood,1970.0,-37.8552,145.1292,3.0,1410000.0
5,2.0,544.0,163.0,Burwood,1973.0,-37.8525,145.1154,1.0,1100000.0
4,2.0,662.0,163.0,Burwood,1973.0,-37.8601,145.1007,2.0,1485000.0
3,1.0,1101.0,163.0,Burwood,1973.0,-37.8529,145.1222,1.0,2068000.0
3,1.0,589.0,163.0,Burwood,1973.0,-37.855,145.118,1.0,1000000.0
4,2.0,0.0,150.0,Burwood,1950.0,-37.8507,145.109,1.0,800000.0
3,2.0,170.0,106.0,Burwood,2001.0,-37.8554,145.1089,1.0,702000.0
4,2.0,652.0,189.0,Camberwell,1890.0,-37.8286,145.0686,1.0,2650000.0
3,1.0,389.0,214.0,Camberwell,1955.0,-37.8435,145.0695,2.0,1615000.0
4,3.0,934.0,214.0,Camberwell,1955.0,-37.8496,145.0869,2.0,3225000.0
2,1.0,0.0,214.0,Camberwell,1940.0,-37.8231,145.0585,2.0,1017000.0
2,1.0,137.0,87.0,Camberwell,1970.0,-37.8459,145.088,1.0,729000.0
5,4.0,708.0,348.0,Camberwell,1940.0,-37.8386,145.067,1.0,2600000.0
3,2.0,305.0,189.0,Camberwell,1998.0,-37.8365,145.0802,2.0,1650000.0
5,3.0,753.0,214.0,Camberwell,1940.0,-37.842,145.0888,4.0,2860000.0
2,1.0,230.0,214.0,Camberwell,1994.0,-37.8448,145.0723,2.0,950000.0
2,1.0,1107.0,68.0,Camberwell,1960.0,-37.8347,145.05700000000004,1.0,615000.0
3,2.0,706.0,164.0,Camberwell,1960.0,-37.8457,145.0611,2.0,1987000.0
2,1.0,146.0,86.0,Camberwell,1970.0,-37.8357,145.0697,1.0,683000.0
3,2.0,777.0,154.0,Camberwell,1950.0,-37.8431,145.0962,1.0,1690000.0
2,1.0,0.0,56.0,Camberwell,2011.0,-37.8493,145.0877,1.0,430000.0
2,1.0,136.0,214.0,Camberwell,1960.0,-37.8469,145.0589,1.0,717000.0
3,2.0,342.0,214.0,Camberwell,1955.0,-37.8433,145.0695,2.0,1300000.0
4,2.0,661.0,214.0,Camberwell,1955.0,-37.8382,145.0904,4.0,2950000.0
4,2.0,600.0,232.0,Camberwell,1897.0,-37.8237,145.0638,2.0,2600000.0
3,2.0,1133.0,131.0,Camberwell,1930.0,-37.8426,145.0943,2.0,2325000.0
2,1.0,896.0,77.0,Camberwell,1960.0,-37.8479,145.0958,1.0,435000.0
2,1.0,335.0,214.0,Camberwell,1955.0,-37.8452,145.0959,1.0,892000.0
2,1.0,93.0,111.0,Camberwell,1955.0,-37.8314,145.0611,1.0,900400.0
4,2.0,650.0,214.0,Camberwell,1955.0,-37.8274,145.0688,2.0,2090000.0
3,2.0,232.0,214.0,Camberwell,1955.0,-37.842,145.0542,2.0,1250000.0
3,1.0,821.0,105.0,Camberwell,1925.0,-37.8459,145.0644,2.0,2000000.0
3,1.0,427.0,115.0,Camberwell,1938.0,-37.8367,145.0934,1.0,1302000.0
3,2.0,244.0,214.0,Camberwell,1955.0,-37.8446,145.06799999999996,2.0,1430000.0
3,1.0,544.0,160.0,Camberwell,1930.0,-37.8436,145.0581,1.0,1622000.0
2,1.0,0.0,77.0,Camberwell,1965.0,-37.8255,145.0592,1.0,502000.0
2,1.0,896.0,77.0,Camberwell,1960.0,-37.8479,145.0958,1.0,435000.0
2,1.0,122.0,214.0,Camberwell,1960.0,-37.8439,145.0718,1.0,620000.0
5,3.0,801.0,214.0,Camberwell,1920.0,-37.84,145.0548,2.0,2000000.0
3,1.0,0.0,89.0,Camberwell,1960.0,-37.8255,145.0592,1.0,591000.0
5,2.0,730.0,3112.0,Camberwell,1920.0,-37.8424,145.0639,4.0,2608000.0
3,1.0,769.0,133.0,Camberwell,1930.0,-37.8482,145.0949,1.0,1780000.0
3,2.0,656.0,225.0,Camberwell,2009.0,-37.841,145.0824,2.0,2250000.0
2,1.0,424.0,95.0,Camberwell,1930.0,-37.8465,145.0743,1.0,895000.0
3,2.0,584.0,213.0,Camberwell,1920.0,-37.8349,145.0758,0.0,1800000.0
4,0.0,693.0,214.0,Camberwell,1935.0,-37.836,145.0914,0.0,1400000.0
2,1.0,84.0,214.0,Camberwell,1955.0,-37.832,145.0599,1.0,693000.0
2,1.0,150.0,88.0,Camberwell,1970.0,-37.8438,145.066,1.0,900000.0
5,3.0,802.0,317.0,Camberwell,1994.0,-37.8442,145.0578,2.0,2700000.0
2,1.0,0.0,76.0,Camberwell,1960.0,-37.8491,145.086,1.0,530000.0
2,2.0,188.0,214.0,Camberwell,1955.0,-37.8442,145.0668,2.0,805000.0
4,2.0,813.0,163.0,Camberwell,1960.0,-37.8405,145.0903,2.0,2228000.0
3,2.0,132.0,214.0,Camberwell,1970.0,-37.8489,145.088,2.0,930000.0
2,1.0,0.0,214.0,Camberwell,1955.0,-37.847,145.0672,1.0,590000.0
4,2.0,903.0,214.0,Camberwell,1955.0,-37.8238,145.0624,2.0,4760000.0
3,1.0,405.0,102.0,Camberwell,1930.0,-37.8448,145.071,1.0,1602500.0
3,2.0,318.0,214.0,Camberwell,1955.0,-37.8447,145.0916,2.0,1515000.0
2,1.0,368.0,214.0,Camberwell,1955.0,-37.8233,145.0644,4.0,1800000.0
2,1.0,0.0,214.0,Camberwell,1955.0,-37.8361,145.0599,1.0,530000.0
2,1.0,0.0,214.0,Camberwell,1955.0,-37.8316,145.06799999999996,1.0,558000.0
2,2.0,259.0,214.0,Camberwell,1955.0,-37.8357,145.0786,2.0,1185000.0
3,1.0,635.0,130.0,Camberwell,1920.0,-37.8454,145.0707,2.0,2177000.0
3,1.0,891.0,214.0,Camberwell,1955.0,-37.8408,145.0905,1.0,2155000.0
3,2.0,877.0,146.0,Camberwell,1960.0,-37.8437,145.0623,4.0,3400000.0
2,1.0,400.0,214.0,Camberwell,1955.0,-37.8393,145.0662,2.0,1470000.0
2,1.0,166.0,214.0,Camberwell,1969.0,-37.8439,145.0662,1.0,820000.0
3,1.0,692.0,164.0,Camberwell,1940.0,-37.8379,145.0849,2.0,2105000.0
3,2.0,283.0,160.0,Camberwell,1990.0,-37.8362,145.064,2.0,1625000.0
3,2.0,780.0,214.0,Camberwell,1955.0,-37.8328,145.0679,3.0,1750000.0
3,3.0,417.0,220.0,Camberwell,2016.0,-37.831,145.0621,2.0,3300000.0
2,1.0,83.0,81.0,Camberwell,1960.0,-37.8355,145.0633,1.0,667000.0
5,3.0,805.0,214.0,Camberwell,1955.0,-37.8459,145.0721,2.0,2800000.0
2,1.0,246.0,214.0,Camberwell,1955.0,-37.8336,145.0612,1.0,1175000.0
2,2.0,103.0,214.0,Camberwell,1955.0,-37.8406,145.0545,1.0,775000.0
3,2.0,850.0,214.0,Camberwell,1955.0,-37.8456,145.0865,2.0,2220000.0
4,1.0,772.0,145.0,Camberwell,1920.0,-37.8441,145.0806,4.0,2015000.0
2,1.0,631.0,75.0,Camberwell,1970.0,-37.8434,145.08100000000005,1.0,700000.0
3,1.0,970.0,214.0,Camberwell,1955.0,-37.8344,145.0818,1.0,1700000.0
4,3.0,632.0,270.0,Camberwell,1890.0,-37.8244,145.064,1.0,3225000.0
2,1.0,0.0,214.0,Camberwell,1955.0,-37.8357,145.0595,1.0,810000.0
5,4.0,741.0,407.0,Camberwell,2009.0,-37.8422,145.064,2.0,3320000.0
5,3.0,603.0,282.0,Camberwell,1980.0,-37.8437,145.069,2.0,2125000.0
4,2.0,686.0,210.0,Camberwell,1960.0,-37.8458,145.0611,2.0,2030000.0
4,3.0,0.0,257.0,Camberwell,1912.0,-37.8325,145.0649,1.0,2750000.0
4,3.0,697.0,271.0,Camberwell,1980.0,-37.836,145.056,4.0,2000000.0
2,1.0,95.0,214.0,Camberwell,1960.0,-37.8399,145.0912,1.0,706000.0
5,5.0,639.0,453.0,Camberwell,2010.0,-37.8303,145.0668,1.0,2250000.0
5,2.0,643.0,363.0,Camberwell,2005.0,-37.8421,145.0719,2.0,2740000.0
4,2.0,687.0,215.0,Canterbury,1935.0,-37.8186,145.0706,2.0,2950000.0
3,1.0,459.0,130.0,Canterbury,1920.0,-37.8265,145.072,1.0,1587500.0
4,2.0,318.0,232.0,Canterbury,1951.0,-37.822,145.0864,4.0,1550000.0
2,1.0,543.0,224.0,Canterbury,1951.0,-37.8295,145.0774,1.0,765000.0
2,1.0,110.0,83.0,Canterbury,1960.0,-37.8264,145.0824,1.0,830000.0
4,2.0,653.0,229.0,Canterbury,1910.0,-37.8292,145.0852,1.0,2375000.0
5,2.0,795.0,297.0,Canterbury,1910.0,-37.8181,145.0668,2.0,2900000.0
3,3.0,468.0,148.0,Canterbury,1890.0,-37.8264,145.0741,2.0,2200000.0
4,1.0,717.0,235.0,Canterbury,1890.0,-37.8266,145.0849,1.0,2620000.0
2,1.0,342.0,104.0,Canterbury,1945.0,-37.8326,145.08100000000005,1.0,1305000.0
4,3.0,788.0,224.0,Canterbury,1951.0,-37.8215,145.0731,3.0,4350000.0
3,2.0,145.0,140.0,Canterbury,1998.0,-37.8233,145.0769,1.0,928000.0
5,3.0,645.0,222.0,Canterbury,2005.0,-37.8317,145.0738,4.0,2930000.0
4,2.0,812.0,173.0,Canterbury,1927.0,-37.8323,145.0842,3.0,2950000.0
4,1.0,858.0,224.0,Canterbury,1951.0,-37.8183,145.0667,1.0,3800000.0
2,1.0,0.0,92.0,Canterbury,1965.0,-37.8205,145.0828,1.0,722000.0
5,2.0,838.0,282.0,Canterbury,1910.0,-37.8252,145.0721,4.0,2350000.0
3,2.0,387.0,224.0,Canterbury,1951.0,-37.8227,145.0845,2.0,1680000.0
3,3.0,352.0,207.0,Canterbury,1997.0,-37.827,145.0737,2.0,1640000.0
3,2.0,325.0,197.0,Canterbury,1910.0,-37.826,145.0729,1.0,1680000.0
5,4.0,684.0,427.0,Canterbury,2013.0,-37.832,145.0853,4.0,3550000.0
3,1.0,444.0,224.0,Canterbury,1910.0,-37.826,145.0734,1.0,1385000.0
4,1.0,845.0,411.0,Canterbury,2008.0,-37.8184,145.0702,4.0,3400000.0
2,1.0,118.0,224.0,Canterbury,1951.0,-37.8257,145.0856,1.0,690500.0
3,2.0,361.0,216.0,Canterbury,1995.0,-37.8206,145.0785,2.0,1850000.0
2,1.0,132.0,224.0,Canterbury,1951.0,-37.8234,145.0731,2.0,736000.0
3,2.0,0.0,224.0,Canterbury,1951.0,-37.8207,145.0854,2.0,1843000.0
2,1.0,122.0,224.0,Canterbury,1951.0,-37.8236,145.0729,1.0,685000.0
2,1.0,716.0,224.0,Canterbury,1951.0,-37.8213,145.079,3.0,1800000.0
3,2.0,316.0,224.0,Canterbury,1986.0,-37.8273,145.0786,2.0,1800000.0
4,2.0,796.0,276.0,Canterbury,2012.0,-37.8266,145.072,2.0,3145000.0
4,2.0,780.0,224.0,Canterbury,1951.0,-37.8206,145.0678,2.0,1742000.0
4,2.0,278.0,224.0,Canterbury,1951.0,-37.8273,145.0752,2.0,1420000.0
2,1.0,0.0,224.0,Canterbury,1951.0,-37.8291,145.0826,2.0,1016000.0
3,1.0,314.0,129.0,Carlton North,1900.0,-37.7871,144.9766,1.0,1330000.0
3,1.0,169.0,129.0,Carlton North,1936.0,-37.7821,144.9753,0.0,1540000.0
4,3.0,122.0,130.0,Carlton North,1890.0,-37.7893,144.9696,0.0,1425000.0
2,1.0,210.0,129.0,Carlton North,1936.0,-37.7844,144.972,1.0,1725000.0
3,1.0,203.0,129.0,Carlton North,1936.0,-37.7824,144.9733,0.0,1280000.0
3,1.0,499.0,164.0,Carlton North,1910.0,-37.7811,144.9715,2.0,2950000.0
4,1.0,418.0,163.0,Carlton North,1920.0,-37.7808,144.9736,0.0,2175000.0
2,1.0,1031.0,129.0,Carlton North,1970.0,-37.784,144.9715,1.0,765000.0
2,1.0,73.0,104.0,Carlton North,2009.0,-37.7852,144.9719,1.0,800000.0
2,1.0,133.0,129.0,Carlton North,1936.0,-37.786,144.9704,0.0,1301000.0
4,2.0,538.0,142.0,Carlton North,2015.0,-37.7816,144.9714,0.0,2718000.0
1,1.0,861.0,129.0,Carlton North,1970.0,-37.7851,144.9723,1.0,468000.0
2,2.0,413.0,172.0,Carlton North,1900.0,-37.7875,144.9759,0.0,2400000.0
3,2.0,190.0,129.0,Carlton North,1936.0,-37.7847,144.9741,1.0,2210000.0
2,1.0,116.0,129.0,Carlton North,1936.0,-37.7904,144.9726,0.0,1330000.0
4,2.0,504.0,168.0,Carlton North,1890.0,-37.7805,144.9721,2.0,2520000.0
3,3.0,144.0,129.0,Carlton North,1936.0,-37.7885,144.9757,1.0,1214000.0
3,2.0,163.0,135.0,Carlton North,1936.0,-37.786,144.9751,1.0,1955000.0
1,1.0,0.0,129.0,Carlton North,1970.0,-37.7907,144.9691,1.0,390000.0
1,1.0,93.0,129.0,Carlton North,1936.0,-37.7888,144.9698,0.0,885000.0
3,2.0,84.0,148.0,Carlton North,1970.0,-37.7879,144.9736,0.0,2050000.0
2,1.0,100.0,129.0,Carlton North,1936.0,-37.7879,144.9759,1.0,910000.0
2,1.0,142.0,129.0,Carlton North,1936.0,-37.7911,144.9688,0.0,880000.0
4,2.0,207.0,162.0,Carlton North,1900.0,-37.7804,144.9748,2.0,1950000.0
3,1.0,131.0,129.0,Carlton North,1936.0,-37.7846,144.9704,1.0,1280000.0
1,1.0,0.0,56.0,Carlton North,1970.0,-37.7798,144.9707,1.0,437000.0
2,1.0,373.0,129.0,Carlton North,1936.0,-37.7828,144.9702,2.0,1150000.0
2,1.0,0.0,86.0,Carlton North,1940.0,-37.7813,144.9773,1.0,520000.0
2,1.0,0.0,76.0,Carlton North,1975.0,-37.7902,144.97,1.0,570000.0
3,1.0,0.0,96.0,Carnegie,1989.0,-37.897,145.0623,2.0,820000.0
2,2.0,133.0,104.0,Carnegie,2009.0,-37.8911,145.0539,1.0,795000.0
2,1.0,73.0,61.0,Carnegie,1970.0,-37.897,145.0593,1.0,600000.0
3,1.0,425.0,166.0,Carnegie,1960.0,-37.8876,145.0502,2.0,1295000.0
4,2.0,365.0,121.0,Carnegie,1919.0,-37.8877,145.0507,0.0,1275000.0
3,1.0,808.0,121.0,Carnegie,1969.0,-37.8982,145.0461,1.0,1620000.0
2,1.0,0.0,69.0,Carnegie,1970.0,-37.8912,145.0644,1.0,510000.0
1,1.0,0.0,121.0,Carnegie,1969.0,-37.8875,145.0599,1.0,255000.0
2,1.0,282.0,111.0,Carnegie,1969.0,-37.8957,145.0528,1.0,890000.0
1,1.0,60.0,48.0,Carnegie,1970.0,-37.8965,145.0618,1.0,346000.0
3,2.0,1113.0,113.0,Carnegie,1990.0,-37.8972,145.0642,1.0,860000.0
2,1.0,898.0,121.0,Carnegie,1970.0,-37.9003,145.0634,1.0,586000.0
2,1.0,0.0,100.0,Carnegie,1973.0,-37.8863,145.066,2.0,772000.0
4,2.0,561.0,204.0,Carnegie,1925.0,-37.8934,145.0633,2.0,1506000.0
3,2.0,0.0,107.0,Carnegie,1990.0,-37.8972,145.0642,1.0,675000.0
2,1.0,0.0,67.0,Carnegie,2009.0,-37.8893,145.0589,2.0,525000.0
1,1.0,0.0,50.0,Carnegie,1960.0,-37.8858,145.0632,1.0,290000.0
1,1.0,0.0,121.0,Carnegie,1969.0,-37.8982,145.0625,1.0,363000.0
2,1.0,0.0,70.0,Carnegie,1970.0,-37.9032,145.0555,1.0,360000.0
2,1.0,299.0,115.0,Carnegie,1930.0,-37.8973,145.053,2.0,967500.0
2,2.0,265.0,121.0,Carnegie,1920.0,-37.8881,145.0537,2.0,1350000.0
2,1.0,0.0,121.0,Carnegie,1969.0,-37.889,145.0533,1.0,516000.0
1,1.0,0.0,33.0,Carnegie,1970.0,-37.8888,145.0533,1.0,330000.0
3,2.0,751.0,40.0,Carnegie,1923.0,-37.8945,145.0648,2.0,1600000.0
3,1.0,461.0,121.0,Carnegie,1969.0,-37.8988,145.0516,2.0,1170000.0
1,1.0,0.0,121.0,Carnegie,1968.0,-37.8983,145.0627,1.0,260000.0
3,2.0,300.0,130.0,Carnegie,1990.0,-37.8974,145.0539,1.0,1008000.0
2,1.0,78.0,121.0,Carnegie,1969.0,-37.8967,145.0627,1.0,625000.0
2,2.0,106.0,121.0,Carnegie,1969.0,-37.8881,145.0535,1.0,700000.0
2,1.0,109.0,121.0,Carnegie,1969.0,-37.8971,145.0597,1.0,545000.0
3,1.0,0.0,170.0,Carnegie,1925.0,-37.8977,145.0493,2.0,1170000.0
4,2.0,687.0,237.0,Carnegie,1983.0,-37.8931,145.0479,2.0,1830000.0
1,1.0,0.0,34.0,Carnegie,1960.0,-37.8982,145.0625,1.0,250000.0
2,2.0,166.0,170.0,Carnegie,2009.0,-37.8982,145.0488,1.0,930000.0
2,1.0,0.0,56.0,Carnegie,1970.0,-37.8881,145.0558,1.0,465000.0
3,2.0,721.0,121.0,Carnegie,1969.0,-37.8909,145.0648,2.0,1646000.0
2,1.0,0.0,121.0,Carnegie,1969.0,-37.8936,145.056,1.0,460000.0
4,2.0,757.0,133.0,Carnegie,1930.0,-37.8925,145.0541,2.0,1550000.0
2,1.0,144.0,96.0,Carnegie,2000.0,-37.892,145.0482,1.0,707000.0
2,2.0,0.0,86.0,Carnegie,1993.0,-37.9,145.0548,1.0,804000.0
3,2.0,588.0,121.0,Carnegie,1969.0,-37.8937,145.0648,1.0,1200000.0
4,2.0,598.0,201.0,Carnegie,1970.0,-37.9037,145.0588,1.0,1501000.0
3,1.0,586.0,121.0,Carnegie,1969.0,-37.88800000000001,145.0505,1.0,950000.0
3,2.0,325.0,223.0,Carnegie,2005.0,-37.8933,145.0546,2.0,970000.0
1,1.0,0.0,121.0,Carnegie,1969.0,-37.8968,145.0609,1.0,345000.0
2,1.0,211.0,102.0,Carnegie,2002.0,-37.8856,145.0599,1.0,817500.0
4,2.0,557.0,200.0,Carnegie,1938.0,-37.8955,145.0515,2.0,1450000.0
3,2.0,390.0,121.0,Carnegie,1969.0,-37.8905,145.0518,1.0,1000000.0
2,1.0,158.0,106.0,Carnegie,1994.0,-37.8886,145.05200000000005,1.0,855000.0
2,1.0,0.0,90.0,Carnegie,1968.0,-37.8973,145.0625,1.0,675000.0
2,1.0,133.0,71.0,Carnegie,2011.0,-37.89,145.0559,1.0,588000.0
2,1.0,0.0,73.0,Carnegie,1970.0,-37.8897,145.0524,1.0,455000.0
3,1.0,0.0,121.0,Carnegie,1969.0,-37.8893,145.0589,2.0,602500.0
2,2.0,0.0,121.0,Carnegie,1969.0,-37.8873,145.0572,1.0,662000.0
3,2.0,554.0,121.0,Carnegie,1969.0,-37.8934,145.0599,2.0,1420000.0
3,2.0,283.0,250.0,Carnegie,2005.0,-37.8974,145.0622,1.0,920000.0
3,1.0,620.0,121.0,Carnegie,1969.0,-37.9031,145.0578,1.0,1287000.0
2,1.0,103.0,82.0,Carnegie,1970.0,-37.8873,145.0559,1.0,656000.0
2,1.0,264.0,110.0,Carnegie,1930.0,-37.8864,145.0561,1.0,930000.0
2,1.0,0.0,64.0,Carnegie,1970.0,-37.8889,145.048,1.0,415000.0
2,1.0,174.0,80.0,Carnegie,1975.0,-37.8978,145.062,1.0,650000.0
3,2.0,282.0,182.0,Carnegie,2010.0,-37.8953,145.0567,2.0,1360000.0
2,1.0,0.0,121.0,Carnegie,1969.0,-37.8957,145.0599,1.0,380000.0
2,1.0,134.0,121.0,Carnegie,1965.0,-37.8987,145.0557,1.0,765000.0
4,3.0,838.0,121.0,Carnegie,1969.0,-37.8972,145.0617,4.0,1423000.0
5,3.0,564.0,121.0,Carnegie,1930.0,-37.8957,145.0487,1.0,1900000.0
2,1.0,316.0,2.0,Carnegie,1969.0,-37.8854,145.0636,2.0,907000.0
1,1.0,0.0,53.0,Carnegie,1980.0,-37.8894,145.0508,1.0,350000.0
3,2.0,603.0,166.0,Carnegie,1945.0,-37.9023,145.0568,2.0,1430000.0
2,1.0,333.0,121.0,Carnegie,1969.0,-37.8867,145.0653,1.0,983500.0
3,2.0,371.0,167.0,Carnegie,1915.0,-37.8871,145.05200000000005,1.0,1490000.0
2,2.0,0.0,121.0,Carnegie,2014.0,-37.8873,145.0572,1.0,572000.0
3,2.0,0.0,121.0,Carnegie,1969.0,-37.8927,145.0644,2.0,990000.0
4,3.0,305.0,121.0,Carnegie,1996.0,-37.8978,145.0506,2.0,1100000.0
3,1.0,604.0,120.0,Carnegie,1925.0,-37.8993,145.0528,1.0,1125000.0
2,1.0,132.0,121.0,Carnegie,1970.0,-37.8959,145.06,1.0,601000.0
4,3.0,650.0,121.0,Carnegie,1969.0,-37.9011,145.05100000000004,3.0,1410000.0
2,1.0,967.0,72.0,Carnegie,1970.0,-37.8843,145.0531,1.0,405000.0
4,2.0,595.0,221.0,Carnegie,1915.0,-37.8916,145.0543,2.0,1655000.0
3,1.0,720.0,121.0,Carnegie,1969.0,-37.8922,145.0544,1.0,1910000.0
3,1.0,111.0,116.0,Carnegie,1998.0,-37.8889,145.0495,1.0,808000.0
3,1.0,376.0,121.0,Carnegie,1969.0,-37.8896,145.0492,1.0,1252000.0
2,1.0,0.0,68.0,Carnegie,1950.0,-37.8959,145.0639,1.0,370000.0
4,2.0,932.0,270.0,Carnegie,1970.0,-37.8975,145.0478,3.0,1880000.0
2,1.0,543.0,544.0,Carnegie,1969.0,-37.898,145.0528,2.0,896000.0
5,2.0,366.0,121.0,Carnegie,1969.0,-37.8868,145.0625,2.0,1802100.0
2,1.0,108.0,67.0,Carnegie,1970.0,-37.8973,145.0596,1.0,585000.0
2,1.0,0.0,72.0,Carnegie,1970.0,-37.8999,145.0575,1.0,450000.0
2,1.0,165.0,121.0,Carnegie,1990.0,-37.8927,145.0539,1.0,737000.0
3,1.0,277.0,135.0,Carnegie,1978.0,-37.8978,145.0624,2.0,860000.0
2,1.0,0.0,70.0,Carnegie,1973.0,-37.8956,145.0613,1.0,605000.0
2,1.0,640.0,121.0,Carnegie,1900.0,-37.891,145.0636,1.0,1300000.0
4,3.0,454.0,275.0,Carnegie,2000.0,-37.8869,145.0628,2.0,1518000.0
2,1.0,99.0,98.0,Carnegie,1965.0,-37.8946,145.0588,1.0,632500.0
2,1.0,0.0,60.0,Carnegie,1980.0,-37.8986,145.0567,1.0,435000.0
2,1.0,912.0,75.0,Carnegie,2008.0,-37.8936,145.056,1.0,468250.0
3,2.0,817.0,130.0,Carnegie,1925.0,-37.9007,145.047,1.0,1716000.0
1,1.0,0.0,121.0,Carnegie,1968.0,-37.886,145.0659,1.0,270000.0
1,1.0,0.0,48.0,Carnegie,1960.0,-37.8887,145.048,1.0,365000.0
1,1.0,0.0,121.0,Carnegie,1969.0,-37.8894,145.0508,1.0,340000.0
2,1.0,0.0,100.0,Caulfield,1960.0,-37.8865,145.0302,1.0,722500.0
4,3.0,812.0,99.0,Caulfield,1962.0,-37.8864,145.0326,2.0,1600000.0
5,2.0,593.0,99.0,Caulfield,1962.0,-37.8849,145.0341,2.0,1665000.0
1,1.0,820.0,99.0,Caulfield,1962.0,-37.8866,145.0322,1.0,323000.0
2,1.0,806.0,78.0,Caulfield,1960.0,-37.8852,145.024,1.0,550000.0
2,2.0,0.0,99.0,Caulfield,1962.0,-37.8862,145.0175,1.0,638000.0
4,1.0,499.0,155.0,Caulfield,1920.0,-37.8864,145.0242,2.0,131000.0
3,1.0,275.0,99.0,Caulfield,1962.0,-37.885,145.0189,2.0,1090000.0
3,1.0,513.0,107.0,Caulfield North,1968.0,-37.8678,145.02700000000004,0.0,1365000.0
3,2.0,692.0,313.0,Caulfield North,1955.0,-37.8629,145.019,2.0,1750000.0
2,1.0,934.0,68.0,Caulfield North,2012.0,-37.8607,145.0116,1.0,580000.0
3,2.0,361.0,237.0,Caulfield North,2014.0,-37.8694,145.0296,3.0,2005000.0
2,1.0,0.0,107.0,Caulfield North,1960.0,-37.8694,145.0246,1.0,523000.0
2,1.0,0.0,56.0,Caulfield North,2012.0,-37.861,145.0136,1.0,420000.0
1,1.0,952.0,43.0,Caulfield North,1970.0,-37.8744,145.0371,1.0,290000.0
2,1.0,0.0,107.0,Caulfield North,1968.0,-37.8607,145.0112,1.0,608000.0
2,1.0,0.0,67.0,Caulfield North,1968.0,-37.8625,145.0103,1.0,570000.0
2,1.0,0.0,107.0,Caulfield North,1968.0,-37.8681,145.0258,1.0,520500.0
3,1.0,270.0,139.0,Caulfield North,1910.0,-37.868,145.0269,0.0,1400000.0
4,2.0,723.0,107.0,Caulfield North,1968.0,-37.8672,145.0225,2.0,2830000.0
2,2.0,0.0,107.0,Caulfield North,2011.0,-37.8607,145.0116,2.0,722000.0
2,1.0,1092.0,63.0,Caulfield North,2014.0,-37.8647,145.0232,1.0,450000.0
3,2.0,339.0,107.0,Caulfield North,1968.0,-37.8622,145.0112,1.0,1870000.0
2,2.0,934.0,107.0,Caulfield North,1968.0,-37.8607,145.0116,1.0,622000.0
2,1.0,771.0,82.0,Caulfield North,1960.0,-37.8686,145.0239,1.0,536000.0
4,2.0,836.0,107.0,Caulfield North,1910.0,-37.8696,145.0323,3.0,2625000.0
2,1.0,0.0,107.0,Caulfield North,1968.0,-37.8652,145.0198,2.0,570000.0
2,1.0,0.0,67.0,Caulfield North,2011.0,-37.8609,145.0126,1.0,550000.0
4,2.0,810.0,215.0,Caulfield North,1915.0,-37.8698,145.0325,1.0,2170000.0
